group	group_name	seqnames	start	end	width	strand	score
1	PC1	chrX	135937613	136338214	400602	*	0.036
1	PC1	chrX	136071147	136471748	400602	*	0.037
1	PC1	chrX	136204681	136605282	400602	*	0.035
1	PC1	chrX	136338215	136738816	400602	*	0.035
1	PC1	chrX	136471749	136872350	400602	*	0.037
1	PC1	chrX	136605283	137005884	400602	*	0.038
1	PC1	chrX	136738817	137139418	400602	*	0.038
1	PC1	chrX	136872351	137272952	400602	*	0.038
1	PC1	chrX	137005885	137406486	400602	*	0.034
1	PC1	chrX	137139419	137540020	400602	*	0.018
1	PC1	chrX	137272953	137673554	400602	*	-0.007
1	PC1	chrX	137406487	137807088	400602	*	-0.024
1	PC1	chrX	137540021	137940622	400602	*	-0.033
1	PC1	chrX	137673555	138074156	400602	*	-0.036
1	PC1	chrX	137807089	138207690	400602	*	-0.035
1	PC1	chrX	137940623	138341224	400602	*	-0.035
1	PC1	chrX	138074157	138474758	400602	*	-0.035
1	PC1	chrX	138207691	138608292	400602	*	-0.036
1	PC1	chrX	138341225	138741826	400602	*	-0.03
1	PC1	chrX	138474759	138875360	400602	*	-0.002
1	PC1	chrX	138608293	139008894	400602	*	0.021
1	PC1	chrX	138741827	139142428	400602	*	0.031
1	PC1	chrX	138875361	139275962	400602	*	0.031
1	PC1	chrX	139008895	139409496	400602	*	0.03
1	PC1	chrX	139142429	139543030	400602	*	0.024
1	PC1	chrX	139275963	139676564	400602	*	-0.007
1	PC1	chrX	139409497	139810098	400602	*	-0.026
1	PC1	chrX	139543031	139943632	400602	*	-0.032
1	PC1	chrX	139676565	140077166	400602	*	-0.03
1	PC1	chrX	139810099	140210700	400602	*	-0.023
1	PC1	chrX	139943633	140344234	400602	*	-0.023
1	PC1	chrX	140077167	140477768	400602	*	-0.021
1	PC1	chrX	140210701	140611302	400602	*	-0.016
1	PC1	chrX	140344235	140744836	400602	*	0.006
1	PC1	chrX	140477769	140878370	400602	*	0.028
1	PC1	chrX	140611303	141011904	400602	*	0.027
1	PC1	chrX	140744837	141145438	400602	*	0.022
1	PC1	chrX	140878371	141278972	400602	*	-0.018
1	PC1	chrX	141011905	141412506	400602	*	-0.025
1	PC1	chrX	141145439	141546040	400602	*	-0.028
1	PC1	chrX	141278973	141679574	400602	*	-0.031
1	PC1	chrX	141412507	141813108	400602	*	-0.028
1	PC1	chrX	141546041	141946642	400602	*	-0.029
1	PC1	chrX	141679575	142080176	400602	*	-0.023
1	PC1	chrX	141813109	142213710	400602	*	-0.023
1	PC1	chrX	141946643	142347244	400602	*	-0.026
1	PC1	chrX	142080177	142480778	400602	*	-0.024
1	PC1	chrX	142213711	142614312	400602	*	-0.02
1	PC1	chrX	142347245	142747846	400602	*	-0.019
1	PC1	chrX	142480779	142881380	400602	*	-0.026
1	PC1	chrX	142614313	143014914	400602	*	-0.031
1	PC1	chrX	142747847	143148448	400602	*	-0.032
1	PC1	chrX	142881381	143281982	400602	*	-0.035
1	PC1	chrX	143014915	143415516	400602	*	-0.033
1	PC1	chrX	143148449	143549050	400602	*	-0.029
1	PC1	chrX	143281983	143682584	400602	*	-0.022
1	PC1	chrX	143415517	143816118	400602	*	-0.024
1	PC1	chrX	143549051	143949652	400602	*	-0.027
1	PC1	chrX	143682585	144083186	400602	*	-0.027
1	PC1	chrX	143816119	144216720	400602	*	-0.032
1	PC1	chrX	143949653	144350254	400602	*	-0.03
1	PC1	chrX	144083187	144483788	400602	*	NA
1	PC1	chrX	144216721	144617322	400602	*	NA
1	PC1	chrX	144350255	144750856	400602	*	NA
1	PC1	chrX	144483789	144884390	400602	*	NA
1	PC1	chrX	144617323	145017924	400602	*	NA
1	PC1	chrX	144750857	145151458	400602	*	NA
1	PC1	chrX	144884391	145284992	400602	*	NA
1	PC1	chrX	145017925	145418526	400602	*	NA
1	PC1	chrX	145151459	145552060	400602	*	NA
1	PC1	chrX	145284993	145685594	400602	*	NA
1	PC1	chrX	145418527	145819128	400602	*	NA
1	PC1	chrX	145552061	145952662	400602	*	NA
1	PC1	chrX	145685595	146086196	400602	*	NA
1	PC1	chrX	145819129	146219730	400602	*	NA
1	PC1	chrX	145952663	146353264	400602	*	NA
1	PC1	chrX	146086197	146486798	400602	*	NA
1	PC1	chrX	146219731	146620332	400602	*	-0.003
1	PC1	chrX	146353265	146753866	400602	*	-0.01
1	PC1	chrX	146486799	146887400	400602	*	-0.021
1	PC1	chrX	146620333	147020934	400602	*	0.003
1	PC1	chrX	146753867	147154468	400602	*	0.022
1	PC1	chrX	146887401	147288002	400602	*	0.027
1	PC1	chrX	147020935	147421536	400602	*	0.023
1	PC1	chrX	147154469	147555070	400602	*	0.036
1	PC1	chrX	147288003	147688604	400602	*	0.039
1	PC1	chrX	147421537	147822138	400602	*	0.04
1	PC1	chrX	147555071	147955672	400602	*	0.039
1	PC1	chrX	147688605	148089206	400602	*	0.038
1	PC1	chrX	147822139	148222740	400602	*	0.038
1	PC1	chrX	147955673	148356274	400602	*	0.039
1	PC1	chrX	148089207	148489808	400602	*	0.039
1	PC1	chrX	148222741	148623342	400602	*	0.04
1	PC1	chrX	148356275	148756876	400602	*	0.04
1	PC1	chrX	148489809	148890410	400602	*	0.039
1	PC1	chrX	148623343	149023944	400602	*	0.037
1	PC1	chrX	148756877	149157478	400602	*	0.035
1	PC1	chrX	148890411	149291012	400602	*	0.038
1	PC1	chrX	149023945	149424546	400602	*	0.037
1	PC1	chrX	149157479	149558080	400602	*	0.036
1	PC1	chrX	149291013	149691614	400602	*	0.036
1	PC1	chrX	149424547	149825148	400602	*	0.038
1	PC1	chrX	149558081	149958682	400602	*	0.039
1	PC1	chrX	149691615	150092216	400602	*	0.035
1	PC1	chrX	149825149	150225750	400602	*	0.021
1	PC1	chrX	149958683	150359284	400602	*	-0.004
1	PC1	chrX	150092217	150492818	400602	*	-0.011
1	PC1	chrX	150225751	150626352	400602	*	-0.029
1	PC1	chrX	150359285	150759886	400602	*	-0.035
1	PC1	chrX	150492819	150893420	400602	*	-0.038
1	PC1	chrX	150626353	151026954	400602	*	-0.037
1	PC1	chrX	150759887	151160488	400602	*	-0.036
1	PC1	chrX	150893421	151294022	400602	*	-0.035
1	PC1	chrX	151026955	151427556	400602	*	-0.033
1	PC1	chrX	151160489	151561090	400602	*	-0.03
1	PC1	chrX	151294023	151694624	400602	*	0.003
1	PC1	chrX	151427557	151828158	400602	*	0.024
1	PC1	chrX	151561091	151961692	400602	*	0.019
1	PC1	chrX	151694625	152095226	400602	*	-0.01
1	PC1	chrX	151828159	152228760	400602	*	-0.028
1	PC1	chrX	151961693	152362294	400602	*	-0.025
1	PC1	chrX	152095227	152495828	400602	*	-0.029
1	PC1	chrX	152228761	152629362	400602	*	-0.029
1	PC1	chrX	152362295	152762896	400602	*	-0.024
1	PC1	chrX	152495829	152896430	400602	*	-0.023
1	PC1	chrX	152629363	153029964	400602	*	-0.027
1	PC1	chrX	152762897	153163498	400602	*	-0.034
1	PC1	chrX	152896431	153297032	400602	*	-0.035
1	PC1	chrX	153029965	153430566	400602	*	-0.035
1	PC1	chrX	153163499	153564100	400602	*	-0.034
1	PC1	chrX	153297033	153697634	400602	*	-0.03
1	PC1	chrX	153430567	153831168	400602	*	-0.025
1	PC1	chrX	153564101	153964702	400602	*	0.018
1	PC1	chrX	153697635	154098236	400602	*	0.037
1	PC1	chrX	153831169	154231770	400602	*	0.038
1	PC1	chrX	153964703	154365304	400602	*	0.032
1	PC1	chrX	154098237	154498838	400602	*	0.007
1	PC1	chrX	154231771	154632372	400602	*	-0.02
1	PC1	chrX	154365305	154765906	400602	*	-0.029
1	PC1	chrX	154498839	154899440	400602	*	-0.035
1	PC1	chrX	154632373	155032974	400602	*	-0.034
1	PC1	chrX	154765907	155166508	400602	*	-0.034
1	PC1	chrX	154899441	155300042	400602	*	-0.035
1	PC1	chrX	155032975	155433576	400602	*	-0.031
1	PC1	chrX	155166509	155567110	400602	*	-0.027
1	PC1	chrX	155300043	155700644	400602	*	-0.024
1	PC1	chrX	155433577	155834178	400602	*	-0.009
1	PC1	chrX	155567111	155967712	400602	*	0.019
1	PC1	chrX	155700645	156101246	400602	*	0.036
1	PC1	chrX	155834179	156234780	400602	*	0.035
1	PC1	chrX	155967713	156368314	400602	*	0.023
1	PC1	chrX	156101247	156501848	400602	*	0.011
1	PC1	chrX	156234781	156635382	400602	*	0.025
1	PC1	chrX	156368315	156768916	400602	*	0.03
1	PC1	chrX	156501849	156902450	400602	*	0.025
1	PC1	chrX	156635383	157035984	400602	*	0.03
1	PC1	chrX	156768917	157169518	400602	*	0.023
1	PC1	chrX	156902451	157303052	400602	*	0.018
1	PC1	chrX	157035985	157436586	400602	*	-0.003
1	PC1	chrX	157169519	157570120	400602	*	0.001
1	PC1	chrX	157303053	157703654	400602	*	-0.006
1	PC1	chrX	157436587	157837188	400602	*	-0.015
1	PC1	chrX	157570121	157970722	400602	*	-0.027
1	PC1	chrX	157703655	158104256	400602	*	-0.033
1	PC1	chrX	157837189	158237790	400602	*	-0.035
1	PC1	chrX	157970723	158371324	400602	*	-0.034
1	PC1	chrX	158104257	158504858	400602	*	-0.033
1	PC1	chrX	158237791	158638392	400602	*	-0.026
1	PC1	chrX	158371325	158771926	400602	*	-0.029
1	PC1	chrX	158504859	158905460	400602	*	-0.024
1	PC1	chrX	158638393	159038994	400602	*	-0.021
1	PC1	chrX	158771927	159172528	400602	*	0.002
1	PC1	chrX	158905461	159306062	400602	*	0.035
1	PC1	chrX	159038995	159439596	400602	*	0.038
1	PC1	chrX	159172529	159573130	400602	*	0.038
1	PC1	chrX	159306063	159706664	400602	*	0.025
1	PC1	chrX	159439597	159840198	400602	*	0.013
1	PC1	chrX	159573131	159973732	400602	*	0.004
1	PC1	chrX	159706665	160107266	400602	*	0.005
1	PC1	chrX	159840199	160240800	400602	*	0.013
1	PC1	chrX	159973733	160374334	400602	*	0.024
1	PC1	chrX	160107267	160507868	400602	*	0.033
1	PC1	chrX	160240801	160641402	400602	*	0.033
1	PC1	chrX	160374335	160774936	400602	*	0.038
1	PC1	chrX	160507869	160908470	400602	*	0.037
1	PC1	chrX	160641403	161042004	400602	*	0.033
1	PC1	chrX	160774937	161175538	400602	*	0.023
1	PC1	chrX	160908471	161309072	400602	*	-0.012
1	PC1	chrX	161042005	161442606	400602	*	-0.017
1	PC1	chrX	161175539	161576140	400602	*	-0.024
1	PC1	chrX	161309073	161709674	400602	*	-0.022
1	PC1	chrX	161442607	161843208	400602	*	-0.029
1	PC1	chrX	161576141	161976742	400602	*	-0.029
1	PC1	chrX	161709675	162110276	400602	*	-0.03
1	PC1	chrX	161843209	162243810	400602	*	-0.029
1	PC1	chrX	161976743	162377344	400602	*	-0.029
1	PC1	chrX	162110277	162510878	400602	*	-0.032
1	PC1	chrX	162243811	162644412	400602	*	-0.029
1	PC1	chrX	162377345	162777946	400602	*	-0.017
1	PC1	chrX	162510879	162911480	400602	*	0.026
1	PC1	chrX	162644413	163045014	400602	*	0.037
1	PC1	chrX	162777947	163178548	400602	*	0.036
1	PC1	chrX	162911481	163312082	400602	*	0.029
1	PC1	chrX	163045015	163445616	400602	*	0.013
1	PC1	chrX	163178549	163579150	400602	*	0.003
1	PC1	chrX	163312083	163712684	400602	*	0.013
1	PC1	chrX	163445617	163846218	400602	*	0.014
1	PC1	chrX	163579151	163979752	400602	*	0.007
1	PC1	chrX	163712685	164113286	400602	*	-0.011
1	PC1	chrX	163846219	164246820	400602	*	-0.019
1	PC1	chrX	163979753	164380354	400602	*	-0.019
1	PC1	chrX	164113287	164513888	400602	*	-0.024
1	PC1	chrX	164246821	164647422	400602	*	-0.014
1	PC1	chrX	164380355	164780956	400602	*	-0.006
1	PC1	chrX	164513889	164914490	400602	*	-0.004
1	PC1	chrX	164647423	165048024	400602	*	-0.018
1	PC1	chrX	164780957	165181558	400602	*	-0.017
1	PC1	chrX	164914491	165315092	400602	*	-0.017
1	PC1	chrX	165048025	165448626	400602	*	-0.012
1	PC1	chrX	165181559	165582160	400602	*	-0.022
1	PC1	chrX	165315093	165715694	400602	*	-0.022
1	PC1	chrX	165448627	165849228	400602	*	-0.02
1	PC1	chrX	165582161	165982762	400602	*	-0.016
1	PC1	chrX	165715695	166116296	400602	*	-0.02
1	PC1	chrX	165849229	166249830	400602	*	-0.015
1	PC1	chrX	165982763	166383364	400602	*	0.01
1	PC1	chrX	166116297	166516898	400602	*	0.032
1	PC1	chrX	166249831	166650295	400465	*	0.034
